,Date,Team,TeamRank,TeamRating,Score,Opponent,OppRank,OppRating,RatingDiff,GameTo15VictoryMargin
0,2019-04-13,North Carolina,1,2125,"Score(team_a=11, team_b=7)",South Carolina,26.0,1671.0,454.0,5.454545454545454
1,2019-04-13,North Carolina,1,2125,"Score(team_a=11, team_b=4)",North Carolina-Charlotte,155.0,1086.0,1039.0,9.545454545454545
2,2019-04-13,North Carolina,1,2125,"Score(team_a=11, team_b=2)",Appalachian State,87.0,1304.0,821.0,12.272727272727272
3,2019-04-13,North Carolina,1,2125,"Score(team_a=11, team_b=5)",East Carolina,151.0,1097.0,1028.0,8.181818181818182
4,2019-04-14,North Carolina,1,2125,"Score(team_a=0, team_b=0)",North Carolina State,11.0,1895.0,230.0,
5,2019-04-27,North Carolina,1,2125,"Score(team_a=13, team_b=7)",Duke,55.0,1479.0,646.0,6.9230769230769225
6,2019-04-27,North Carolina,1,2125,"Score(team_a=13, team_b=5)",East Carolina,151.0,1097.0,1028.0,9.23076923076923
7,2019-04-27,North Carolina,1,2125,"Score(team_a=13, team_b=5)",Johns Hopkins,39.0,1582.0,543.0,9.23076923076923
8,2019-04-28,North Carolina,1,2125,"Score(team_a=15, team_b=7)",Virginia Tech,35.0,1600.0,525.0,8.0
9,2019-04-28,North Carolina,1,2125,"Score(team_a=15, team_b=2)",North Carolina State,11.0,1895.0,230.0,13.0
10,2019-04-20,Brown,2,2112,"Score(team_a=13, team_b=0)",Rhode Island,294.0,628.0,1484.0,14.999999999999998
11,2019-04-20,Brown,2,2112,"Score(team_a=11, team_b=8)",Massachusetts,10.0,1896.0,216.0,4.090909090909091
12,2019-04-20,Brown,2,2112,"Score(team_a=13, team_b=6)",Vermont,44.0,1546.0,566.0,8.076923076923077
13,2019-04-21,Brown,2,2112,"Score(team_a=12, team_b=9)",New Hampshire,138.0,1147.0,965.0,3.75
14,2019-04-21,Brown,2,2112,"Score(team_a=13, team_b=1)",Maine,178.0,1012.0,1100.0,13.846153846153845
15,2019-04-21,Brown,2,2112,"Score(team_a=11, team_b=9)",Massachusetts,10.0,1896.0,216.0,2.727272727272727
16,2019-04-27,Brown,2,2112,"Score(team_a=13, team_b=7)",Vermont,44.0,1546.0,566.0,6.9230769230769225
17,2019-04-27,Brown,2,2112,"Score(team_a=13, team_b=6)",Northeastern,21.0,1720.0,392.0,8.076923076923077
18,2019-04-27,Brown,2,2112,"Score(team_a=13, team_b=2)",Boston College,99.0,1263.0,849.0,12.692307692307692
20,2019-04-28,Brown,2,2112,"Score(team_a=13, team_b=6)",MIT,117.0,1215.0,897.0,8.076923076923077
21,2019-04-28,Brown,2,2112,"Score(team_a=15, team_b=7)",Tufts,20.0,1779.0,333.0,8.0
22,2019-04-28,Brown,2,2112,"Score(team_a=15, team_b=9)",Northeastern,21.0,1720.0,392.0,6.0
23,2019-04-13,Pittsburgh,3,2016,"Score(team_a=15, team_b=1)",West Virginia,365.0,431.0,1585.0,14.0
24,2019-04-13,Pittsburgh,3,2016,"Score(team_a=13, team_b=9)",Carnegie Mellon,49.0,1518.0,498.0,4.615384615384615
25,2019-04-13,Pittsburgh,3,2016,"Score(team_a=15, team_b=0)",Edinboro,303.0,602.0,1414.0,15.0
26,2019-04-13,Pittsburgh,3,2016,"Score(team_a=15, team_b=2)",Indiana (Pennsylvania),460.0,-117.0,2133.0,13.0
27,2019-04-14,Pittsburgh,3,2016,"Score(team_a=13, team_b=10)",Penn State,64.0,1438.0,578.0,3.4615384615384612
28,2019-04-14,Pittsburgh,3,2016,"Score(team_a=15, team_b=1)",Slippery Rock,334.0,530.0,1486.0,14.0
29,2019-04-14,Pittsburgh,3,2016,"Score(team_a=15, team_b=6)",Penn State,64.0,1438.0,578.0,9.0
30,2019-04-28,Pittsburgh,3,2016,"Score(team_a=15, team_b=2)",Miami (Ohio),212.0,889.0,1127.0,13.0
31,2019-04-28,Pittsburgh,3,2016,"Score(team_a=15, team_b=3)",Villanova,105.0,1241.0,775.0,12.0
32,2019-04-28,Pittsburgh,3,2016,"Score(team_a=15, team_b=6)",Carnegie Mellon,49.0,1518.0,498.0,9.0
33,2019-05-04,Pittsburgh,3,2016,"Score(team_a=13, team_b=14)",Ohio State,9.0,1907.0,109.0,-1.0714285714285714
34,2019-05-04,Pittsburgh,3,2016,"Score(team_a=15, team_b=9)",Carnegie Mellon,49.0,1518.0,498.0,6.0
35,2019-04-13,Cal Poly-SLO,4,1991,"Score(team_a=13, team_b=7)",Cal Poly-Pomona,199.0,939.0,1052.0,6.9230769230769225
36,2019-04-13,Cal Poly-SLO,4,1991,"Score(team_a=13, team_b=0)",Cal State-Long Beach,283.0,672.0,1319.0,14.999999999999998
37,2019-04-13,Cal Poly-SLO,4,1991,"Score(team_a=7, team_b=0)",California-Irvine,282.0,674.0,1317.0,15.0
38,2019-04-13,Cal Poly-SLO,4,1991,"Score(team_a=13, team_b=6)",California-Santa Barbara,54.0,1484.0,507.0,8.076923076923077
39,2019-04-14,Cal Poly-SLO,4,1991,"Score(team_a=13, team_b=7)",Southern California,17.0,1809.0,182.0,6.9230769230769225
40,2019-04-27,Cal Poly-SLO,4,1991,"Score(team_a=11, team_b=7)",California-Santa Cruz,83.0,1322.0,669.0,5.454545454545454
41,2019-04-27,Cal Poly-SLO,4,1991,"Score(team_a=13, team_b=4)",Las Positas,122.0,1186.0,805.0,10.384615384615383
42,2019-04-27,Cal Poly-SLO,4,1991,"Score(team_a=13, team_b=4)",California-Davis,71.0,1415.0,576.0,10.384615384615383
43,2019-04-27,Cal Poly-SLO,4,1991,"Score(team_a=15, team_b=12)",UCLA,37.0,1589.0,402.0,3.0
44,2019-04-28,Cal Poly-SLO,4,1991,"Score(team_a=15, team_b=8)",California,22.0,1713.0,278.0,7.0
45,2019-04-13,Oregon,5,1988,"Score(team_a=13, team_b=3)",Oregon State,65.0,1427.0,561.0,11.538461538461537
48,2019-04-13,Oregon,5,1988,"Score(team_a=13, team_b=6)",Western Washington,103.0,1252.0,736.0,8.076923076923077
49,2019-04-14,Oregon,5,1988,"Score(team_a=10, team_b=13)",Washington,12.0,1891.0,97.0,-3.4615384615384612
50,2019-04-14,Oregon,5,1988,"Score(team_a=9, team_b=6)",Victoria,38.0,1583.0,405.0,5.0
51,2019-04-27,Oregon,5,1988,"Score(team_a=13, team_b=6)",Oregon State,65.0,1427.0,561.0,8.076923076923077
52,2019-04-27,Oregon,5,1988,"Score(team_a=13, team_b=6)",Whitman,53.0,1485.0,503.0,8.076923076923077
53,2019-04-27,Oregon,5,1988,"Score(team_a=13, team_b=9)",Utah State,98.0,1264.0,724.0,4.615384615384615
54,2019-04-27,Oregon,5,1988,"Score(team_a=13, team_b=1)",Boise State,228.0,854.0,1134.0,13.846153846153845
55,2019-04-28,Oregon,5,1988,"Score(team_a=13, team_b=9)",Montana State,95.0,1283.0,705.0,4.615384615384615
56,2019-04-28,Oregon,5,1988,"Score(team_a=15, team_b=5)",Victoria,38.0,1583.0,405.0,10.0
57,2019-04-28,Oregon,5,1988,"Score(team_a=14, team_b=13)",Washington,12.0,1891.0,97.0,1.0714285714285714
58,2019-04-13,Colorado,6,1976,"Score(team_a=13, team_b=4)",Colorado Mesa,297.0,613.0,1363.0,10.384615384615383
60,2019-04-13,Colorado,6,1976,"Score(team_a=13, team_b=4)",Denver,188.0,990.0,986.0,10.384615384615383
62,2019-04-14,Colorado,6,1976,"Score(team_a=10, team_b=7)",Colorado State,24.0,1693.0,283.0,4.5
64,2019-04-27,Colorado,6,1976,"Score(team_a=14, team_b=9)",Texas A&M,30.0,1638.0,338.0,5.357142857142857
65,2019-04-27,Colorado,6,1976,"Score(team_a=13, team_b=11)",Texas-Dallas,25.0,1673.0,303.0,2.3076923076923075
66,2019-04-28,Colorado,6,1976,"Score(team_a=12, team_b=9)",Texas,14.0,1846.0,130.0,3.75
67,2019-04-20,Carleton College-CUT,7,1939,"Score(team_a=13, team_b=5)",Minnesota-Duluth,124.0,1183.0,756.0,9.23076923076923
